filename,label
119533.pcap,malware_ddos
119573.pcap,benign_benign
1198794.pcap,malware_port-scan
1200077.pcap,malware_port-scan
1201441.pcap,malware_port-scan
1201948.pcap,malware_ddos
1202215.pcap,malware_port-scan
1203115.pcap,malware_port-scan
1203253.pcap,malware_ddos
1204637.pcap,malware_port-scan
1205125.pcap,malware_port-scan
1206369.pcap,malware_ddos
121002.pcap,benign_benign
1210263.pcap,malware_ddos
1211395.pcap,malware_ddos
1212827.pcap,malware_port-scan
1216939.pcap,malware_ddos
1217686.pcap,malware_port-scan
121899.pcap,benign_benign
1219751.pcap,malware_ddos
1222128.pcap,malware_port-scan
122285.pcap,benign_benign
122451.pcap,benign_benign
122835.pcap,malware_port-scan
122992.pcap,malware_ddos
1230773.pcap,malware_ddos
1233131.pcap,malware_port-scan
1233508.pcap,malware_ddos
123421.pcap,benign_benign
1234346.pcap,malware_port-scan
123465.pcap,malware_port-scan
123506.pcap,benign_benign
1235140.pcap,malware_ddos
1236050.pcap,malware_port-scan
1236244.pcap,malware_port-scan
1238672.pcap,malware_port-scan
1242807.pcap,malware_port-scan
124388.pcap,benign_benign
124615.pcap,benign_benign
1246248.pcap,malware_port-scan
1248507.pcap,malware_port-scan
125064.pcap,malware_port-scan
1251108.pcap,malware_ddos
125420.pcap,benign_benign
1256096.pcap,malware_port-scan
125703.pcap,benign_benign
1258178.pcap,malware_ddos
1260216.pcap,malware_ddos
1261204.pcap,malware_ddos
12615.pcap,benign_benign
1262312.pcap,malware_port-scan
1263831.pcap,malware_port-scan
126700.pcap,benign_benign
1267803.pcap,malware_port-scan
126917.pcap,benign_benign
1270510.pcap,malware_port-scan
12709.pcap,benign_benign
127123.pcap,benign_benign
1272056.pcap,malware_port-scan
1272792.pcap,malware_port-scan
127344.pcap,malware_port-scan
1273869.pcap,malware_ddos
1274342.pcap,malware_port-scan
1275523.pcap,malware_ddos
127627.pcap,benign_benign
1276612.pcap,malware_port-scan
1276846.pcap,malware_ddos
127710.pcap,benign_benign
1278934.pcap,malware_ddos
127992.pcap,benign_benign
1280335.pcap,malware_ddos
1281116.pcap,malware_ddos
1282952.pcap,malware_port-scan
128335.pcap,benign_benign
1283823.pcap,malware_ddos
1284203.pcap,malware_ddos
1284658.pcap,malware_port-scan
1290273.pcap,malware_ddos
1292626.pcap,malware_ddos
1293444.pcap,malware_ddos
129368.pcap,benign_benign
1293682.pcap,malware_ddos
129398.pcap,benign_benign
1294161.pcap,malware_ddos
1296566.pcap,malware_ddos
1296918.pcap,malware_ddos
1297345.pcap,malware_port-scan
129742.pcap,benign_benign
1297721.pcap,malware_ddos
129903.pcap,malware_port-scan
129939.pcap,benign_benign
129974.pcap,benign_benign
1299938.pcap,malware_port-scan
1299976.pcap,malware_ddos
1306671.pcap,malware_ddos
1308537.pcap,malware_port-scan
131122.pcap,benign_benign
1312111.pcap,malware_port-scan
1312525.pcap,malware_ddos
131404.pcap,benign_benign
1314068.pcap,malware_port-scan
1315453.pcap,malware_ddos
13181.pcap,benign_benign
131826.pcap,benign_benign
1320447.pcap,malware_ddos
1320841.pcap,malware_ddos
132263.pcap,benign_benign
1323623.pcap,malware_ddos
1325859.pcap,malware_ddos
1328373.pcap,malware_ddos
1330280.pcap,malware_ddos
133325.pcap,malware_port-scan
1333859.pcap,malware_ddos
1333880.pcap,malware_ddos
1338418.pcap,malware_port-scan
133842.pcap,benign_benign
133850.pcap,benign_benign
1339979.pcap,malware_port-scan
1341409.pcap,malware_port-scan
134494.pcap,malware_port-scan
134715.pcap,benign_benign
134821.pcap,benign_benign
1349400.pcap,malware_ddos
1352617.pcap,malware_port-scan
1353017.pcap,malware_ddos
13546.pcap,malware_port-scan
1355207.pcap,malware_port-scan
1355664.pcap,malware_port-scan
135627.pcap,benign_benign
1356424.pcap,malware_port-scan
1358754.pcap,malware_ddos
1360109.pcap,malware_port-scan
136149.pcap,benign_benign
1363880.pcap,malware_port-scan
1365115.pcap,malware_port-scan
1365939.pcap,malware_ddos
1367942.pcap,malware_port-scan
1369714.pcap,malware_ddos
1370493.pcap,malware_port-scan
137292.pcap,benign_benign
1374609.pcap,malware_ddos
1374898.pcap,malware_port-scan
1374901.pcap,malware_port-scan
137613.pcap,benign_benign
137686.pcap,benign_benign
137696.pcap,benign_benign
137804.pcap,benign_benign
1378547.pcap,malware_port-scan
138436.pcap,benign_benign
138615.pcap,benign_benign
1386407.pcap,malware_ddos
1386592.pcap,malware_ddos
138679.pcap,benign_benign
1386958.pcap,malware_port-scan
1388095.pcap,malware_ddos
1389248.pcap,malware_port-scan
1389951.pcap,malware_port-scan
1390892.pcap,malware_port-scan
139151.pcap,benign_benign
1392645.pcap,malware_ddos
1394854.pcap,malware_ddos
1395113.pcap,malware_ddos
13954.pcap,malware_port-scan
1396038.pcap,malware_port-scan
1396210.pcap,malware_ddos
1396269.pcap,malware_port-scan
139636.pcap,benign_benign
139948.pcap,benign_benign
1399764.pcap,malware_ddos
1400047.pcap,malware_port-scan
1400062.pcap,malware_port-scan
140113.pcap,benign_benign
1402088.pcap,malware_ddos
1402362.pcap,malware_port-scan
1404223.pcap,malware_port-scan
1405444.pcap,malware_port-scan
140633.pcap,malware_port-scan
1407972.pcap,malware_port-scan
140849.pcap,benign_benign
1410656.pcap,malware_ddos
1411291.pcap,malware_port-scan
1411883.pcap,malware_port-scan
1414199.pcap,malware_port-scan
141548.pcap,benign_benign
141782.pcap,benign_benign
141790.pcap,benign_benign
141857.pcap,benign_benign
1419717.pcap,malware_port-scan
142019.pcap,benign_benign
1421974.pcap,malware_port-scan
142243.pcap,benign_benign
1423453.pcap,malware_port-scan
1425361.pcap,malware_ddos
1425370.pcap,malware_ddos
1426065.pcap,malware_port-scan
1426646.pcap,malware_port-scan
142712.pcap,benign_benign
142917.pcap,benign_benign
1432053.pcap,malware_port-scan
1432195.pcap,malware_port-scan
143574.pcap,benign_benign
143610.pcap,benign_benign
1436191.pcap,malware_ddos
1436279.pcap,malware_ddos
143697.pcap,benign_benign
1437008.pcap,malware_port-scan
1437215.pcap,malware_ddos
1437329.pcap,malware_port-scan
143747.pcap,benign_benign
1437843.pcap,malware_port-scan
143845.pcap,benign_benign
1438849.pcap,malware_port-scan
1440484.pcap,malware_port-scan
1440547.pcap,malware_port-scan
1441004.pcap,malware_ddos
1443828.pcap,malware_ddos
144607.pcap,benign_benign
1447020.pcap,malware_port-scan
144803.pcap,benign_benign
144806.pcap,benign_benign
1448292.pcap,malware_ddos
1450713.pcap,malware_port-scan
1455151.pcap,malware_port-scan
1456172.pcap,malware_port-scan
1456951.pcap,malware_port-scan
1459929.pcap,malware_port-scan
146166.pcap,malware_ddos
1462935.pcap,malware_ddos
146372.pcap,benign_benign
1466878.pcap,malware_port-scan
1467188.pcap,malware_ddos
1467678.pcap,malware_port-scan
146782.pcap,benign_benign
146862.pcap,benign_benign
1471394.pcap,malware_port-scan
1471631.pcap,malware_ddos
1479639.pcap,malware_port-scan
148044.pcap,benign_benign
148167.pcap,malware_port-scan
1483333.pcap,malware_port-scan
1483643.pcap,malware_port-scan
1484711.pcap,malware_ddos
1485132.pcap,malware_ddos
14853.pcap,benign_benign
1487065.pcap,malware_port-scan
148782.pcap,benign_benign
148858.pcap,benign_benign
1489603.pcap,malware_port-scan
1491674.pcap,malware_port-scan
149178.pcap,benign_benign
1494560.pcap,malware_port-scan
1497281.pcap,malware_port-scan
1497639.pcap,malware_port-scan
1502898.pcap,malware_port-scan
1504510.pcap,malware_ddos
1504950.pcap,malware_ddos
1505630.pcap,malware_ddos
150565.pcap,benign_benign
150566.pcap,benign_benign
1505864.pcap,malware_ddos
1506162.pcap,malware_port-scan
15078.pcap,benign_benign
150877.pcap,benign_benign
151186.pcap,benign_benign
1511959.pcap,malware_ddos
1515410.pcap,malware_ddos
151864.pcap,benign_benign
151954.pcap,benign_benign
1519788.pcap,malware_ddos
152157.pcap,benign_benign
1521783.pcap,malware_port-scan
152354.pcap,benign_benign
1523651.pcap,malware_port-scan
1524414.pcap,malware_port-scan
1525200.pcap,malware_port-scan
153070.pcap,benign_benign
153105.pcap,benign_benign
1533773.pcap,malware_ddos
153667.pcap,benign_benign
1538720.pcap,malware_port-scan
1539675.pcap,malware_port-scan
1540677.pcap,malware_port-scan
15431.pcap,benign_benign
1543372.pcap,malware_port-scan
1545594.pcap,malware_port-scan
1547924.pcap,malware_port-scan
154947.pcap,benign_benign
1552160.pcap,malware_port-scan
1553360.pcap,malware_port-scan
1553434.pcap,malware_ddos
1555610.pcap,malware_ddos
155575.pcap,benign_benign
1555911.pcap,malware_port-scan
15563.pcap,benign_benign
1557457.pcap,malware_ddos
1558532.pcap,malware_port-scan
15587.pcap,benign_benign
1559315.pcap,malware_ddos
1563739.pcap,malware_ddos
1564329.pcap,malware_port-scan
1564466.pcap,malware_ddos
156534.pcap,benign_benign
1565416.pcap,malware_port-scan
1566666.pcap,malware_ddos
1567534.pcap,malware_port-scan
156833.pcap,benign_benign
156864.pcap,benign_benign
1572475.pcap,malware_port-scan
157505.pcap,benign_benign
157556.pcap,benign_benign
1577788.pcap,malware_port-scan
157959.pcap,benign_benign
1580079.pcap,malware_port-scan
1580685.pcap,malware_ddos
158130.pcap,benign_benign
1582028.pcap,malware_port-scan
158245.pcap,benign_benign
1582634.pcap,malware_port-scan
1583930.pcap,malware_ddos
1586744.pcap,malware_port-scan
1586989.pcap,malware_ddos
1588728.pcap,malware_ddos
1589333.pcap,malware_ddos
159164.pcap,benign_benign
159191.pcap,benign_benign
1592030.pcap,malware_port-scan
1593449.pcap,malware_port-scan
159694.pcap,benign_benign
160238.pcap,malware_port-scan
1604309.pcap,malware_port-scan
160545.pcap,benign_benign
1607693.pcap,malware_ddos
160959.pcap,malware_port-scan
1611130.pcap,malware_ddos
1611134.pcap,malware_port-scan
161319.pcap,benign_benign
1614320.pcap,malware_ddos
1615152.pcap,malware_port-scan
1620614.pcap,malware_port-scan
1623292.pcap,malware_ddos
1624075.pcap,malware_ddos
1624499.pcap,malware_ddos
1624897.pcap,malware_ddos
162537.pcap,benign_benign
162752.pcap,benign_benign
1628184.pcap,malware_ddos
1630632.pcap,malware_ddos
1632225.pcap,malware_ddos
1634041.pcap,malware_port-scan
1634291.pcap,malware_ddos
1634594.pcap,malware_ddos
1638304.pcap,malware_ddos
1638780.pcap,malware_port-scan
1641467.pcap,malware_ddos
1642240.pcap,malware_ddos
1643559.pcap,malware_port-scan
164387.pcap,benign_benign
164420.pcap,benign_benign
1644488.pcap,malware_port-scan
1645525.pcap,malware_ddos
1645528.pcap,malware_ddos
1645541.pcap,malware_ddos
1645556.pcap,malware_ddos
1646225.pcap,malware_port-scan
1646694.pcap,malware_ddos
1647172.pcap,malware_ddos
1647389.pcap,malware_ddos
164849.pcap,benign_benign
1649033.pcap,malware_ddos
165137.pcap,benign_benign
165185.pcap,benign_benign
1652490.pcap,malware_port-scan
1653385.pcap,malware_port-scan
1655516.pcap,malware_port-scan
1655826.pcap,malware_ddos
1656009.pcap,malware_ddos
1657683.pcap,malware_port-scan
1658163.pcap,malware_ddos
1658186.pcap,malware_ddos
1662428.pcap,malware_ddos
1664291.pcap,malware_ddos
1664849.pcap,malware_ddos
166853.pcap,malware_ddos
1670123.pcap,malware_ddos
167109.pcap,benign_benign
1671558.pcap,malware_port-scan
1672251.pcap,malware_ddos
16724.pcap,benign_benign
1674013.pcap,malware_ddos
1676002.pcap,malware_port-scan
1676973.pcap,malware_port-scan
1677125.pcap,malware_port-scan
1679074.pcap,malware_ddos
167927.pcap,benign_benign
1681146.pcap,malware_port-scan
168216.pcap,malware_port-scan
1683149.pcap,malware_port-scan
1684536.pcap,malware_ddos
1684920.pcap,malware_port-scan
1685244.pcap,malware_port-scan
168755.pcap,benign_benign
1688544.pcap,malware_port-scan
168864.pcap,benign_benign
1688709.pcap,malware_ddos
1690798.pcap,malware_ddos
1691751.pcap,malware_ddos
1691865.pcap,malware_port-scan
1692253.pcap,malware_ddos
1692404.pcap,malware_ddos
169563.pcap,benign_benign
1698648.pcap,malware_ddos
1699095.pcap,malware_ddos
169958.pcap,benign_benign
1700505.pcap,malware_port-scan
1701123.pcap,malware_port-scan
1703414.pcap,malware_ddos
170399.pcap,benign_benign
170561.pcap,benign_benign
17069.pcap,benign_benign
1710106.pcap,malware_ddos
171066.pcap,benign_benign
171414.pcap,benign_benign
171426.pcap,benign_benign
1714587.pcap,malware_ddos
1715211.pcap,malware_ddos
171539.pcap,benign_benign
1716767.pcap,malware_port-scan
1717356.pcap,malware_ddos
1717768.pcap,malware_port-scan
1717790.pcap,malware_ddos
1720851.pcap,malware_port-scan
172116.pcap,benign_benign
172216.pcap,benign_benign
1723153.pcap,malware_ddos
17266.pcap,benign_benign
173107.pcap,benign_benign
17314.pcap,benign_benign
1735604.pcap,malware_ddos
1738459.pcap,malware_ddos
173857.pcap,benign_benign
1740793.pcap,malware_port-scan
174139.pcap,benign_benign
1742.pcap,benign_benign
1743664.pcap,malware_ddos
1745078.pcap,malware_ddos
1745379.pcap,malware_ddos
1749992.pcap,malware_ddos
1753824.pcap,malware_port-scan
175469.pcap,benign_benign
175525.pcap,benign_benign
175641.pcap,benign_benign
175872.pcap,benign_benign
175921.pcap,benign_benign
1761092.pcap,malware_ddos
176218.pcap,benign_benign
176227.pcap,benign_benign
176372.pcap,benign_benign
1764778.pcap,malware_port-scan
1764933.pcap,malware_port-scan
1766498.pcap,malware_ddos
17667.pcap,malware_port-scan
1768617.pcap,malware_port-scan
176911.pcap,benign_benign
1770332.pcap,malware_port-scan
177100.pcap,malware_ddos
177274.pcap,benign_benign
177431.pcap,benign_benign
1775322.pcap,malware_port-scan
177613.pcap,malware_ddos
177745.pcap,malware_port-scan
1777901.pcap,malware_port-scan
1782164.pcap,malware_ddos
1782167.pcap,malware_port-scan
1782361.pcap,malware_ddos
1782979.pcap,malware_ddos
178350.pcap,benign_benign
178428.pcap,benign_benign
178446.pcap,benign_benign
17859.pcap,malware_ddos
17888.pcap,benign_benign
178944.pcap,benign_benign
1789688.pcap,malware_ddos
179170.pcap,malware_port-scan
1794713.pcap,malware_port-scan
1799047.pcap,malware_port-scan
1799344.pcap,malware_port-scan
1800037.pcap,malware_ddos
1802813.pcap,malware_ddos
18031.pcap,malware_port-scan
1804788.pcap,malware_port-scan
1810355.pcap,malware_ddos
1811527.pcap,malware_port-scan
18156.pcap,benign_benign
181597.pcap,benign_benign
181649.pcap,benign_benign
181786.pcap,benign_benign
181787.pcap,benign_benign
1818625.pcap,malware_ddos
1820394.pcap,malware_ddos
1828145.pcap,malware_port-scan
1828304.pcap,malware_port-scan
1828476.pcap,malware_ddos
1829040.pcap,malware_ddos
1829779.pcap,malware_ddos
182986.pcap,benign_benign
1831159.pcap,malware_ddos
1831447.pcap,malware_port-scan
1832012.pcap,malware_port-scan
1832724.pcap,malware_ddos
1834659.pcap,malware_port-scan
183499.pcap,benign_benign
1840451.pcap,malware_port-scan
1840539.pcap,malware_port-scan
1840612.pcap,malware_ddos
1842398.pcap,malware_port-scan
184281.pcap,benign_benign
1846589.pcap,malware_port-scan
1847971.pcap,malware_ddos
1849412.pcap,malware_ddos
185053.pcap,benign_benign
185097.pcap,benign_benign
185216.pcap,benign_benign
1854654.pcap,malware_port-scan
1855583.pcap,malware_ddos
185674.pcap,benign_benign
1857361.pcap,malware_ddos
185747.pcap,benign_benign
1859267.pcap,malware_ddos
1859517.pcap,malware_ddos
186112.pcap,benign_benign
1862977.pcap,malware_port-scan
186453.pcap,benign_benign
1864896.pcap,malware_ddos
1865462.pcap,malware_port-scan
186552.pcap,benign_benign
1870002.pcap,malware_port-scan
1870141.pcap,malware_port-scan
1873159.pcap,malware_ddos
187404.pcap,malware_port-scan
187497.pcap,benign_benign
1875394.pcap,malware_port-scan
1875533.pcap,malware_ddos
1876056.pcap,malware_port-scan
1879960.pcap,malware_ddos
1880111.pcap,malware_port-scan
1880201.pcap,malware_ddos
1880273.pcap,malware_ddos
1881242.pcap,malware_ddos
1881967.pcap,malware_ddos
1883827.pcap,malware_port-scan
188399.pcap,benign_benign
1884498.pcap,malware_port-scan
188790.pcap,malware_ddos
1888207.pcap,malware_ddos
1888720.pcap,malware_port-scan
189263.pcap,benign_benign
1893942.pcap,malware_port-scan
189588.pcap,benign_benign
1898750.pcap,malware_port-scan
1900264.pcap,malware_port-scan
190063.pcap,benign_benign
190074.pcap,malware_ddos
190215.pcap,benign_benign
1904804.pcap,malware_ddos
1907904.pcap,malware_port-scan
190846.pcap,benign_benign
1909105.pcap,malware_ddos
1909529.pcap,malware_port-scan
1910739.pcap,malware_port-scan
191113.pcap,benign_benign
191237.pcap,benign_benign
191422.pcap,benign_benign
191550.pcap,benign_benign
1916205.pcap,malware_port-scan
191663.pcap,benign_benign
1916733.pcap,malware_port-scan
191697.pcap,benign_benign
19174.pcap,benign_benign
1922013.pcap,malware_ddos
1923769.pcap,malware_ddos
1924014.pcap,malware_port-scan
1924742.pcap,malware_port-scan
1925275.pcap,malware_port-scan
1926643.pcap,malware_port-scan
1927725.pcap,malware_port-scan
1928360.pcap,malware_port-scan
1928843.pcap,malware_port-scan
1929608.pcap,malware_port-scan
193234.pcap,benign_benign
1932510.pcap,malware_ddos
193306.pcap,benign_benign
193379.pcap,benign_benign
1934216.pcap,malware_port-scan
1936600.pcap,malware_port-scan
193701.pcap,benign_benign
193739.pcap,benign_benign
1940439.pcap,malware_port-scan
1944298.pcap,malware_ddos
194490.pcap,malware_ddos
1948656.pcap,malware_port-scan
1950747.pcap,malware_ddos
1952019.pcap,malware_ddos
1952516.pcap,malware_ddos
195311.pcap,benign_benign
195414.pcap,benign_benign
195558.pcap,benign_benign
195595.pcap,benign_benign
195602.pcap,malware_port-scan
195616.pcap,benign_benign
195677.pcap,benign_benign
1958495.pcap,malware_port-scan
195900.pcap,benign_benign
19616.pcap,benign_benign
196288.pcap,malware_port-scan
196319.pcap,benign_benign
1966163.pcap,malware_port-scan
1967209.pcap,malware_port-scan
1967328.pcap,malware_ddos
1968226.pcap,malware_ddos
196832.pcap,benign_benign
196938.pcap,benign_benign
1970832.pcap,malware_ddos
197160.pcap,benign_benign
1972119.pcap,malware_port-scan
1973235.pcap,malware_ddos
197445.pcap,benign_benign
197547.pcap,benign_benign
1975795.pcap,malware_port-scan
1977136.pcap,malware_ddos
1979045.pcap,malware_port-scan
1979294.pcap,malware_ddos
1981520.pcap,malware_ddos
1982336.pcap,malware_ddos
198252.pcap,benign_benign
1983070.pcap,malware_port-scan
1983572.pcap,malware_port-scan
1984355.pcap,malware_ddos
1985230.pcap,malware_ddos
1985438.pcap,malware_ddos
199082.pcap,malware_port-scan
1991651.pcap,malware_port-scan
199418.pcap,benign_benign
1994634.pcap,malware_ddos
1996970.pcap,malware_ddos
199738.pcap,malware_ddos
1999586.pcap,malware_port-scan
2000206.pcap,malware_port-scan
200036.pcap,benign_benign
200348.pcap,benign_benign
2007.pcap,benign_benign
2008084.pcap,malware_port-scan
2008938.pcap,malware_ddos
2009040.pcap,malware_port-scan
2010030.pcap,malware_port-scan
2010384.pcap,malware_ddos
2012000.pcap,malware_ddos
2014077.pcap,malware_port-scan
2016996.pcap,malware_ddos
2017039.pcap,malware_ddos
2017040.pcap,malware_ddos
2017041.pcap,malware_ddos
2017042.pcap,malware_ddos
2017043.pcap,malware_ddos
2017044.pcap,malware_ddos
2017045.pcap,malware_ddos
2017046.pcap,malware_ddos
2017047.pcap,malware_ddos
2017048.pcap,malware_ddos
2017049.pcap,malware_ddos
2017050.pcap,malware_ddos
2017051.pcap,malware_ddos
2017052.pcap,malware_ddos
2017053.pcap,malware_ddos
2017054.pcap,malware_ddos
2017055.pcap,malware_ddos
2017056.pcap,malware_ddos
2017057.pcap,malware_ddos
2017058.pcap,malware_ddos
2017059.pcap,malware_ddos
2017060.pcap,malware_ddos
2017061.pcap,malware_ddos
2017062.pcap,malware_ddos
2017063.pcap,malware_ddos
2017064.pcap,malware_ddos
2017065.pcap,malware_ddos
2017066.pcap,malware_ddos
2017067.pcap,malware_ddos
2017068.pcap,malware_ddos
2017069.pcap,malware_ddos
2017070.pcap,malware_ddos
2017071.pcap,malware_ddos
2017072.pcap,malware_ddos
2017073.pcap,malware_ddos
2017074.pcap,malware_ddos
2017075.pcap,malware_ddos
2017076.pcap,malware_ddos
2017077.pcap,malware_ddos
2017078.pcap,malware_ddos
2017080.pcap,malware_ddos
2017081.pcap,malware_ddos
2017082.pcap,malware_ddos
2017083.pcap,malware_ddos
2017084.pcap,malware_ddos
2017085.pcap,malware_ddos
2017086.pcap,malware_ddos
2017087.pcap,malware_ddos
2017088.pcap,malware_ddos
2017089.pcap,malware_ddos
2017090.pcap,malware_ddos
2017091.pcap,malware_ddos
2017092.pcap,malware_ddos
2017093.pcap,malware_ddos
2017094.pcap,malware_ddos
2017095.pcap,malware_ddos
2017096.pcap,malware_ddos
2017097.pcap,malware_ddos
2017098.pcap,malware_ddos
2017099.pcap,malware_ddos
2017100.pcap,malware_ddos
2017101.pcap,malware_ddos
2017102.pcap,malware_ddos
2017103.pcap,malware_ddos
2017104.pcap,malware_ddos
2017105.pcap,malware_ddos
2017106.pcap,malware_ddos
2017119.pcap,malware_ddos
2017202.pcap,malware_ddos
2017455.pcap,malware_ddos
2017487.pcap,malware_ddos
2017743.pcap,malware_ddos
2017856.pcap,malware_ddos
2017950.pcap,malware_ddos
2018071.pcap,malware_ddos
2018167.pcap,malware_ddos
2018234.pcap,malware_ddos
2018281.pcap,malware_ddos
2018295.pcap,malware_ddos
2018297.pcap,malware_ddos
2018528.pcap,malware_ddos
2018534.pcap,malware_ddos
2018571.pcap,malware_ddos
2018683.pcap,malware_ddos
2018796.pcap,malware_ddos
2018808.pcap,malware_ddos
2018820.pcap,malware_ddos
2018975.pcap,malware_ddos
2019143.pcap,malware_ddos
2019247.pcap,malware_ddos
2019476.pcap,malware_ddos
2019573.pcap,malware_ddos
2019810.pcap,malware_ddos
2019855.pcap,malware_ddos
2020033.pcap,malware_ddos
2020039.pcap,malware_ddos
2020105.pcap,malware_ddos
2020182.pcap,malware_ddos
2020216.pcap,malware_ddos
2020225.pcap,malware_ddos
2020304.pcap,malware_ddos
2020335.pcap,malware_ddos
2020584.pcap,malware_ddos
2020693.pcap,malware_ddos
2020758.pcap,malware_ddos
2020964.pcap,malware_ddos
2021097.pcap,malware_ddos
2021116.pcap,malware_ddos
2021148.pcap,malware_ddos
2021156.pcap,malware_ddos
2021162.pcap,malware_ddos
2022182.pcap,malware_ddos
2022193.pcap,malware_ddos
2022235.pcap,malware_ddos
2022338.pcap,malware_ddos
2022400.pcap,malware_ddos
2022662.pcap,malware_ddos
2022919.pcap,malware_ddos
2022977.pcap,malware_ddos
202314.pcap,benign_benign
2023392.pcap,malware_ddos
2023964.pcap,malware_ddos
2023994.pcap,malware_ddos
2024095.pcap,malware_ddos
2024157.pcap,malware_ddos
2024271.pcap,malware_ddos
2024454.pcap,malware_ddos
2024625.pcap,malware_ddos
2024634.pcap,malware_ddos
2024714.pcap,malware_ddos
2024778.pcap,malware_ddos
2025152.pcap,malware_ddos
2025220.pcap,malware_ddos
2025309.pcap,malware_ddos
2025508.pcap,malware_ddos
2025566.pcap,malware_ddos
2025632.pcap,malware_ddos
2025772.pcap,malware_ddos
2025778.pcap,malware_ddos
2025874.pcap,malware_ddos
